id;ville;csp;nbre_enfant;Date;Prix_Multi;Prix_Alim;Nbre_Pro_Multi;Nre-Prd_Ali
886;Nice;Enseignant, Professeur;2;21/83/2823;58;58;1;5
838;Nice;Enseignant, Professeur;2;24/82/2823;36;36;1;8
841;Nimes;Enseignant, Professeur;2;87/83/2823;18;18;1;6
1238;Reims;Enseignant, Professeur;2;17/83/2823;135;135;1;2
1299;Rennes;Enseignant, Professeur;2;88/82/2823;24;24;1;9
1323;Rennes;Enseignant, Professeur;2;84/83/2823;25;25;1;68
1347;Rennes;Enseignant, Professeur;2;28/83/2823;258;258;1;8
1419;Rouen Rive Droite;Enseignant, Professeur;2;88/82/2823;48;48;1;1
1438;Rouen Rive Droite;Enseignant, Professeur;2;19/82/2823;24;24;1;5
1441;Rouen Rive Droite;Enseignant, Professeur;2;82/83/2823;48;48;1;35
1683;Toulouse Matabiau;Enseignant, Professeur;2;84/83/2823;51;51;1;6
1787;Toulouse Matabiau;Enseignant, Professeur;2;28/83/2823;68;68;1;8
1731;Toulouse Matabiau;Enseignant, Professeur;2;89/82/2823;185;185;1;8
1755;Tours;Enseignant, Professeur;2;85/83/2823;54;54;1;8
1779;Tours;Enseignant, Professeur;2;88/82/2823;23;23;1;8
99;Arles;Etudiant;2;81/82/2823;25;25;1;6
118;Arles;Etudiant;2;12/82/2823;41;41;1;1
313;Cherbourg;Etudiant;1;19/82/2823;82;82;1;35
339;Colmar;Etudiant;1;17/83/2823;25;25;1;5
422;Laval;Etudiant;4;82/83/2823;54;54;1;5
529;Lille Flandres;Etudiant;2;11/83/2823;185;185;1;12
555;Lorient;Etudiant;1;16/82/2823;23;23;1;7
625;Marseille Saint-Charles;Etudiant;2;89/83/2823;258;258;1;8
721;Montpellier Saint-Roch;Etudiant;2;87/83/2823;36;36;1;8
1129;Paris St Lazare;Etudiant;2;87/82/2823;135;135;1;8
1142;Paris St Lazare;Etudiant;2;28/82/2823;64;64;1;8
1395;Rouen;Etudiant;2;85/83/2823;254;254;1;35
1478;Strasbourg;Etudiant;1;17/83/2823;258;258;1;8
1582;Strasbourg;Etudiant;1;28/82/2823;841;841;1;8
1526;Strasbourg;Etudiant;1;16/83/2823;1562;1562;1;9
1558;Strasbourg;Etudiant;1;19/82/2823;48;48;1;8
1574;Strasbourg;Etudiant;1;15/83/2823;41;41;1;8
1598;Strasbourg;Etudiant;1;17/83/2823;68;68;1;8
1971;Versailles;Etudiant;1;89/82/2823;49;49;1;8
1997;Versailles;Etudiant;8;21/82/2823;25;86;1;3
51;Angers;Militaire;9;82/82/2823;82;82;1;2
182;Belfort ;Militaire;2;87/83/2823;82;82;1;8
193;Besancon;Militaire;1;18/83/2823;254;254;1;8
481;Lens;Militaire;2;12/83/2823;41;41;1;8
681;Marseille;Militaire;2;13/82/2823;12;12;1;6
697;Metz;Militaire;2;11/82/2823;58;58;1;3
745;Nancy;Militaire;2;89/83/2823;25;25;1;2
891;Paris Austerlitz;Militaire;1;14/82/2823;541;541;1;8
1825;Troyes;Militaire;1;26/83/2823;12;12;1;8
1849;Troyes;Militaire;1;87/82/2823;258;258;1;8
1873;Troyes;Militaire;1;83/83/2823;841;841;1;2
286;Besancon;Ouvrier, Employer;2;18/82/2823;24;24;1;8
998;Paris Gare de Lyon;Ouvrier, Employer;2;17/83/2823;135;135;1;1
1811;Paris Gare de Lyon;Ouvrier, Employer;2;89/82/2823;64;64;1;2
1118;Paris St Lazare;Ouvrier, Employer;2;17/83/2823;288;288;1;3
1131;Paris St Lazare;Ouvrier, Employer;2;89/82/2823;541;541;1;8
1897;Valence;Ouvrier, Employer;2;86/82/2823;251;251;1;5
38;Amiens;Ouvrier, Employer;6;18/83/2823;541;541;1;8
169;Belfort ;Ouvrier, Employer;4;22/82/2823;541;541;1;8
358;Dijon;Ouvrier, Employer;2;87/82/2823;41;41;1;2
361;Dijon;Ouvrier, Employer;2;18/82/2823;25;25;1;7
662;Metz;Ouvrier, Employer;2;25/82/2823;54;54;1;8
769;Nantes;Ouvrier, Employer;2;12/82/2823;185;185;1;5
782;Nantes;Ouvrier, Employer;2;25/82/2823;251;251;1;7
1225;Reims;Ouvrier, Employer;1;26/83/2823;25;25;1;1
1369;Roissy;Ouvrier, Employer;2;87/82/2823;12;12;1;8
1467;Rouen Rive Droite;Ouvrier, Employer;2;28/83/2823;68;68;1;5
1635;Toulon;Ouvrier, Employer;2;85/83/2823;251;251;1;6
1646;Toulon;Ouvrier, Employer;2;16/83/2823;54;54;1;1
1657;Toulon;Ouvrier, Employer;2;86/82/2823;251;251;1;5
1681;Toulouse Matabiau;Ouvrier, Employer;2;82/83/2823;65;65;1;6
1785;Toulouse Matabiau;Ouvrier, Employer;2;26/83/2823;41;41;1;2
1729;Toulouse Matabiau;Ouvrier, Employer;2;87/82/2823;68;68;1;6
1753;Tours;Ouvrier, Employer;2;83/83/2823;185;185;1;1
1777;Tours;Ouvrier, Employer;2;86/82/2823;54;54;1;8
238;Bordeaux;Retraite;2;86/83/2823;25;25;1;3
585;Lille Europe;Retraite;2;15/82/2823;68;68;1;8
649;Massy;Retraite;1;12/82/2823;841;841;1;5
675;Metz;Retraite;2;18/83/2823;58;58;1;8
867;Paris;Retraite;2;11/83/2823;135;135;1;8
1889;Paris Gare de Lyon;Retraite;2;87/82/2823;288;288;1;5
1822;Paris Gare de Lyon;Retraite;2;28/82/2823;541;541;1;7
1857;Paris Montparnasse;Retraite;2;86/82/2823;358;358;1;8
1878;Paris Nord;Retraite;2;19/82/2823;156;156;1;8
1883;Paris Nord;Retraite;2;84/83/2823;98;98;1;8
1187;Paris St Lazare;Retraite;2;28/83/2823;135;135;1;8
1281;Poitiers;Retraite;2;82/83/2823;48;48;1;35
1227;Reims;Retraite;4;28/83/2823;288;288;1;5
1249;Reims;Retraite;4;87/82/2823;288;288;1;7
1297;Rennes;Retraite;2;86/82/2823;82;82;1;8
1321;Rennes;Retraite;2;82/83/2823;24;24;1;8
1345;Rennes;Retraite;2;26/83/2823;25;25;1;3
1622;Toulon;Retraite;2;28/82/2823;185;185;1;8
1633;Toulon;Retraite;2;83/83/2823;841;841;1;2
1881;Tours;Retraite;2;82/83/2823;23;23;1;8
1899;Valence;Retraite;1;88/82/2823;58;58;1;2
1918;Valence;Retraite;1;19/82/2823;23;23;1;7
1921;Valence;Retraite;1;82/83/2823;58;58;1;8
1982;Versailles;Retraite;2;28/82/2823;45;45;1;8
1989;Versailles;Retraite;2;28/82/2823;45;45;1;8
1996;Versailles;Retraite;2;28/82/2823;45;45;1;8
97;Arles;Sans emploi;2;28/83/2823;24;24;1;2
121;Avignon;Sans emploi;2;23/82/2823;25;25;1;5
265;Caen;Sans emploi;2;28/82/2823;68;68;1;8
278;Caen;Sans emploi;2;85/83/2823;841;841;1;8
382;Cherbourg;Sans emploi;2;88/82/2823;1562;1562;1;5
411;Hendaye;Sans emploi;1;19/82/2823;251;251;1;9
446;Le Mans;Sans emploi;1;85/82/2823;52;52;1;8
542;Lorient;Sans emploi;2;83/82/2823;251;251;1;5
598;Marseille;Sans emploi;4;82/82/2823;36;36;1;8
699;Montpellier Saint-Roch;Sans emploi;1;13/82/2823;36;36;1;8
723;Mulhouse;Sans emploi;2;89/83/2823;25;25;1;12
734;Mulhouse;Sans emploi;2;28/83/2823;98;98;1;8
878;Paris;Sans emploi;2;81/82/2823;288;288;1;52
889;Paris Austerlitz;Sans emploi;2;12/82/2823;135;135;1;8
982;Paris Austerlitz;Sans emploi;2;25/82/2823;288;288;1;8
915;Paris Austerlitz;Sans emploi;2;18/83/2823;25;25;1;8
961;Paris Est;Sans emploi;2;87/83/2823;36;36;1;8
974;Paris Est;Sans emploi;2;28/83/2823;98;98;1;35
987;Paris Est;Sans emploi;2;2812;288;288;1;6
1166;Perpignan;Sans emploi;2;16/83/2823;82;82;1;8
1694;Toulouse Matabiau;Sans emploi;4;15/83/2823;25;25;1;5
1718;Toulouse Matabiau;Sans emploi;4;17/83/2823;258;258;1;8
1742;Toulouse Matabiau;Sans emploi;4;28/82/2823;841;841;1;8
217;Biarritz;Edutiant;2;21/82/2823;48;48;1;9
291;Cannes;Edutiant;2;18/83/2823;452;452;1;23
315;Cherbourg;Edutiant;4;21/82/2823;24;24;1;7
718;Montpellier Saint-Roch;Edutiant;4;24/82/2823;18;18;1;8
771;Nantes;Edutiant;1;14/82/2823;54;54;1;2
843;Nimes;Edutiant;2;89/83/2823;98;98;1;8
854;Nimes;Edutiant;2;28/83/2823;25;25;1;8
939;Paris Bercy;Edutiant;4;13/82/2823;36;36;1;2
958;Paris Bercy;Edutiant;4;24/82/2823;18;18;1;12
85;Perpignan;Edutiant;1;85/83/2823;254;254;1;8
1179;Perpignan;Edutiant;1;88/82/2823;48;48;1;23
1251;Reims;Edutiant;2;89/82/2823;64;64;1;8
1273;Reims;Edutiant;2;83/83/2823;64;64;1;5
1286;Rennes;Edutiant;2;16/83/2823;254;254;1;8
1318;Rennes;Edutiant;2;19/82/2823;48;48;1;5
1334;Rennes;Edutiant;2;15/83/2823;41;41;1;8
1443;Rouen Rive Droite;Edutiant;1;84/83/2823;41;41;1;7
1454;Rouen Rive Droite;Edutiant;1;15/83/2823;25;25;1;6
1465;Rouen Rive Droite;Edutiant;1;26/83/2823;41;41;1;1
1838;Troyes;Edutiant;2;17/83/2823;68;68;1;12
1862;Troyes;Edutiant;2;28/82/2823;185;185;1;35
1886;Troyes;Edutiant;2;16/83/2823;54;54;1;1
1969;Versailles;Edutiant;2;87/82/2823;25;25;1;8
3;Aix en Provence-TGV;Technicien, Agent de maitrise;5;83/82/2823;288;288;1;8
14;Aix en Provence-TGV;Technicien, Agent de maitrise;5;14/82/2823;135;135;1;8
27;Amiens;Technicien, Agent de maitrise;6;27/82/2823;64;64;1;8
147;Bayonne;Technicien, Agent de maitrise;2;21/83/2823;86;86;1;8
158;Bayonne;Technicien, Agent de maitrise;2;11/82/2823;64;64;1;8
387;Grenoble;Technicien, Agent de maitrise;2;16/83/2823;841;841;1;8
489;Hendaye;Technicien, Agent de maitrise;2;17/82/2823;841;841;1;8
483;Lens;Technicien, Agent de maitrise;1;14/83/2823;68;68;1;12
747;Nancy;Technicien, Agent de maitrise;1;11/83/2823;49;49;1;6
793;Nantes;Technicien, Agent de maitrise;2;88/83/2823;54;54;1;6
865;Paris;Technicien, Agent de maitrise;2;89/83/2823;98;98;1;1
985;Paris Est;Technicien, Agent de maitrise;4;2812;25;25;1;2
1833;Paris Montparnasse;Technicien, Agent de maitrise;2;83/83/2823;64;64;1;8
1846;Paris Montparnasse;Technicien, Agent de maitrise;2;16/83/2823;254;254;1;8
1859;Paris Montparnasse;Technicien, Agent de maitrise;2;88/82/2823;51;51;1;9
1185;Paris Nord;Technicien, Agent de maitrise;2;26/83/2823;98;98;1;9
1283;Poitiers;Technicien, Agent de maitrise;2;84/83/2823;41;41;1;7
1275;Reims;Technicien, Agent de maitrise;1;85/83/2823;82;82;1;8
1798;Tours;Technicien, Agent de maitrise;1;19/82/2823;58;58;1;8
1814;Tours;Technicien, Agent de maitrise;1;15/83/2823;36;36;1;8
1947;Valence;Technicien, Agent de maitrise;1;28/83/2823;25;25;1;9
1958;Valence;Technicien, Agent de maitrise;1;17/83/2823;98;98;1;8
48;Amiens;Agriculteur, Exploitant agricole;6;12/83/2823;254;254;2;35
91;Angouleme;Agriculteur, Exploitant agricole;3;14/83/2823;288;288;2;8
154;Bayonne;Agriculteur, Exploitant agricole;1;87/82/2823;25;25;2;5
288;Biarritz;Agriculteur, Exploitant agricole;2;12/82/2823;25;25;2;8
274;Caen;Agriculteur, Exploitant agricole;4;81/83/2823;25;25;2;5
388;Cherbourg;Agriculteur, Exploitant agricole;2;14/82/2823;68;68;2;8
338;Colmar;Agriculteur, Exploitant agricole;2;16/83/2823;18;18;2;7
365;Dijon;Agriculteur, Exploitant agricole;4;22/82/2823;841;841;2;9
448;Le Mans;Agriculteur, Exploitant agricole;2;87/82/2823;12;12;2;8
466;Lens;Agriculteur, Exploitant agricole;2;25/82/2823;82;82;2;8
478;Lens;Agriculteur, Exploitant agricole;2;89/83/2823;58;58;2;8
541;Lorient;Agriculteur, Exploitant agricole;2;82/82/2823;541;541;2;2
578;Lyon;Agriculteur, Exploitant agricole;1;11/83/2823;24;24;2;7
596;Marseille;Agriculteur, Exploitant agricole;1;88/82/2823;288;288;2;8
672;Metz;Agriculteur, Exploitant agricole;1;87/83/2823;541;541;2;8
869;Paris;Agriculteur, Exploitant agricole;2;13/83/2823;541;541;2;8
987;Paris Austerlitz;Agriculteur, Exploitant agricole;2;82/83/2823;12;12;2;7
948;Paris Bercy;Agriculteur, Exploitant agricole;1;22/82/2823;23;23;2;8
962;Paris Est;Agriculteur, Exploitant agricole;1;88/83/2823;41;41;2;2
1888;Paris Gare de Lyon;Agriculteur, Exploitant agricole;2;19/83/2823;541;541;2;5
1813;Paris Gare de Lyon;Agriculteur, Exploitant agricole;2;11/82/2823;82;82;2;1
1848;Paris Montparnasse;Agriculteur, Exploitant agricole;2;18/83/2823;48;48;2;8
1861;Paris Montparnasse;Agriculteur, Exploitant agricole;2;18/82/2823;528;528;2;8
1888;Paris Nord;Agriculteur, Exploitant agricole;1;81/83/2823;24;24;2;8
1893;Paris Nord;Agriculteur, Exploitant agricole;1;14/83/2823;41;41;2;5
1186;Paris Nord;Agriculteur, Exploitant agricole;1;27/83/2823;258;258;2;8
1138;Paris St Lazare;Agriculteur, Exploitant agricole;2;16/82/2823;25;25;2;8
88;Perpignan;Agriculteur, Exploitant agricole;1;28/82/2823;258;258;2;8
1162;Perpignan;Agriculteur, Exploitant agricole;1;12/83/2823;288;288;2;5
1174;Perpignan;Agriculteur, Exploitant agricole;1;83/82/2823;841;841;2;52
1192;Poitiers;Agriculteur, Exploitant agricole;1;21/82/2823;25;25;2;2
1216;Poitiers;Agriculteur, Exploitant agricole;1;17/83/2823;12;12;2;6
1488;Strasbourg;Agriculteur, Exploitant agricole;4;19/83/2823;841;841;2;8
1584;Strasbourg;Agriculteur, Exploitant agricole;4;22/82/2823;251;251;2;8
1528;Strasbourg;Agriculteur, Exploitant agricole;4;18/83/2823;65;65;2;8
1552;Strasbourg;Agriculteur, Exploitant agricole;4;21/82/2823;41;41;2;8
1576;Strasbourg;Agriculteur, Exploitant agricole;4;17/83/2823;68;68;2;8
1688;Strasbourg;Agriculteur, Exploitant agricole;4;19/83/2823;185;185;2;2
1634;Toulon;Agriculteur, Exploitant agricole;2;84/83/2823;541;541;2;5
1645;Toulon;Agriculteur, Exploitant agricole;2;15/83/2823;64;64;2;35
1656;Toulon;Agriculteur, Exploitant agricole;2;85/82/2823;541;541;2;2
1678;Toulon;Agriculteur, Exploitant agricole;2;27/82/2823;92;92;2;8
1688;Toulouse Matabiau;Agriculteur, Exploitant agricole;1;81/83/2823;25;25;2;5
1692;Toulouse Matabiau;Agriculteur, Exploitant agricole;1;13/83/2823;24;24;2;1
1784;Toulouse Matabiau;Agriculteur, Exploitant agricole;1;25/83/2823;36;36;2;6
1716;Toulouse Matabiau;Agriculteur, Exploitant agricole;1;15/83/2823;25;25;2;7
1728;Toulouse Matabiau;Agriculteur, Exploitant agricole;1;86/82/2823;25;25;2;2
1748;Toulouse Matabiau;Agriculteur, Exploitant agricole;1;18/82/2823;258;258;2;5
1771;Tours;Agriculteur, Exploitant agricole;2;21/83/2823;41;41;2;23
1798;Tours;Agriculteur, Exploitant agricole;2;27/82/2823;64;64;2;8
1818;Tours;Agriculteur, Exploitant agricole;2;11/83/2823;251;251;2;8
1843;Troyes;Agriculteur, Exploitant agricole;2;81/82/2823;82;82;2;8
1867;Troyes;Agriculteur, Exploitant agricole;2;25/82/2823;24;24;2;8
1891;Troyes;Agriculteur, Exploitant agricole;2;21/83/2823;25;25;2;9
1981;Valence;Agriculteur, Exploitant agricole;2;18/82/2823;36;36;2;1
1912;Valence;Agriculteur, Exploitant agricole;2;21/82/2823;18;18;2;8
1956;Valence;Agriculteur, Exploitant agricole;2;15/83/2823;18;18;2;6
1968;Versailles;Agriculteur, Exploitant agricole;2;19/83/2823;135;135;2;3
5;Aix en Provence-TGV;Artisan, Commercant, Chef d'entreprise TPE;8;85/82/2823;64;64;2;2
16;Aix en Provence-TGV;Artisan, Commercant, Chef d'entreprise TPE;8;16/82/2823;541;541;2;12
43;Amiens;Artisan, Commercant, Chef d'entreprise TPE;8;15/83/2823;36;36;2;5
138;Avignon;Artisan, Commercant, Chef d'entreprise TPE;2;84/83/2823;48;48;2;8
156;Bayonne;Artisan, Commercant, Chef d'entreprise TPE;1;89/82/2823;288;288;2;2
164;Belfort ;Artisan, Commercant, Chef d'entreprise TPE;3;17/82/2823;25;25;2;12
211;Biarritz;Artisan, Commercant, Chef d'entreprise TPE;4;15/82/2823;135;135;2;35
232;Bordeaux;Artisan, Commercant, Chef d'entreprise TPE;2;88/83/2823;258;258;2;8
256;Caen;Artisan, Commercant, Chef d'entreprise TPE;2;11/82/2823;841;841;2;12
269;Caen;Artisan, Commercant, Chef d'entreprise TPE;2;24/82/2823;54;54;2;5
293;Cannes;Artisan, Commercant, Chef d'entreprise TPE;2;28/83/2823;52;52;2;8
341;Colmar;Artisan, Commercant, Chef d'entreprise TPE;2;19/83/2823;258;258;2;8
378;Dijon;Artisan, Commercant, Chef d'entreprise TPE;2;27/82/2823;48;48;2;2
388;Grenoble;Artisan, Commercant, Chef d'entreprise TPE;2;89/83/2823;23;23;2;8
483;Hendaye;Artisan, Commercant, Chef d'entreprise TPE;2;11/82/2823;24;24;2;8
428;Laval;Artisan, Commercant, Chef d'entreprise TPE;1;88/83/2823;98;98;2;35
461;Lens;Artisan, Commercant, Chef d'entreprise TPE;2;28/82/2823;68;68;2;35
498;Lille Europe;Artisan, Commercant, Chef d'entreprise TPE;2;21/83/2823;24;24;2;9
582;Lille Europe;Artisan, Commercant, Chef d'entreprise TPE;2;12/82/2823;36;36;2;8
514;Lille Flandres;Artisan, Commercant, Chef d'entreprise TPE;2;24/82/2823;25;25;2;8
526;Lille Flandres;Artisan, Commercant, Chef d'entreprise TPE;2;88/83/2823;25;25;2;3
572;Lyon;Artisan, Commercant, Chef d'entreprise TPE;2;85/83/2823;288;288;2;3
626;Marseille Saint-Charles;Artisan, Commercant, Chef d'entreprise TPE;2;18/83/2823;135;135;2;8
629;Massy;Artisan, Commercant, Chef d'entreprise TPE;4;13/83/2823;251;251;2;8
658;Metz;Artisan, Commercant, Chef d'entreprise TPE;1;21/82/2823;68;68;2;5
664;Metz;Artisan, Commercant, Chef d'entreprise TPE;2;27/82/2823;23;23;2;8
715;Montpellier Saint-Roch;Artisan, Commercant, Chef d'entreprise TPE;2;81/83/2823;841;841;2;2
733;Mulhouse;Artisan, Commercant, Chef d'entreprise TPE;2;19/83/2823;25;25;2;1
744;Mulhouse;Artisan, Commercant, Chef d'entreprise TPE;2;38/83/2823;41;41;2;8
788;Nantes;Artisan, Commercant, Chef d'entreprise TPE;2;23/82/2823;841;841;2;35
811;Nice;Artisan, Commercant, Chef d'entreprise TPE;1;85/82/2823;68;68;2;8
858;Nimes;Artisan, Commercant, Chef d'entreprise TPE;4;16/83/2823;58;58;2;1
938;Paris Bercy;Artisan, Commercant, Chef d'entreprise TPE;2;12/82/2823;48;48;2;8
949;Paris Bercy;Artisan, Commercant, Chef d'entreprise TPE;2;23/82/2823;24;24;2;8
968;Paris Est;Artisan, Commercant, Chef d'entreprise TPE;2;86/83/2823;48;48;2;8
973;Paris Est;Artisan, Commercant, Chef d'entreprise TPE;2;19/83/2823;25;25;2;12
986;Paris Est;Artisan, Commercant, Chef d'entreprise TPE;2;2812;68;68;2;5
1884;Paris Gare de Lyon;Artisan, Commercant, Chef d'entreprise TPE;2;82/82/2823;48;48;2;8
1834;Paris Montparnasse;Artisan, Commercant, Chef d'entreprise TPE;2;84/83/2823;54;54;2;8
1899;Paris Nord;Artisan, Commercant, Chef d'entreprise TPE;4;28/83/2823;54;54;2;35
1114;Paris St Lazare;Artisan, Commercant, Chef d'entreprise TPE;2;13/83/2823;36;36;2;6
1148;Paris St Lazare;Artisan, Commercant, Chef d'entreprise TPE;2;18/82/2823;288;288;2;8
1148;Perpignan;Artisan, Commercant, Chef d'entreprise TPE;2;26/82/2823;25;25;2;5
1172;Perpignan;Artisan, Commercant, Chef d'entreprise TPE;2;81/82/2823;258;258;2;8
1248;Reims;Artisan, Commercant, Chef d'entreprise TPE;2;19/83/2823;541;541;2;1
1258;Reims;Artisan, Commercant, Chef d'entreprise TPE;2;88/82/2823;185;185;2;5
1268;Reims;Artisan, Commercant, Chef d'entreprise TPE;2;18/82/2823;135;135;2;6
1272;Reims;Artisan, Commercant, Chef d'entreprise TPE;2;82/83/2823;185;185;2;7
1282;Reims;Artisan, Commercant, Chef d'entreprise TPE;2;12/83/2823;135;135;2;5
1484;Rouen Rive Droite;Artisan, Commercant, Chef d'entreprise TPE;2;14/83/2823;64;64;2;8
1426;Rouen Rive Droite;Artisan, Commercant, Chef d'entreprise TPE;2;15/82/2823;64;64;2;8
1459;Rouen Rive Droite;Artisan, Commercant, Chef d'entreprise TPE;2;28/83/2823;541;541;2;8
1493;Strasbourg;Artisan, Commercant, Chef d'entreprise TPE;2;11/82/2823;54;54;2;3
1517;Strasbourg;Artisan, Commercant, Chef d'entreprise TPE;2;87/83/2823;52;52;2;8
1541;Strasbourg;Artisan, Commercant, Chef d'entreprise TPE;2;18/82/2823;25;25;2;8
1565;Strasbourg;Artisan, Commercant, Chef d'entreprise TPE;2;86/83/2823;258;258;2;12
1589;Strasbourg;Artisan, Commercant, Chef d'entreprise TPE;2;38/83/2823;841;841;2;35
1613;Strasbourg;Artisan, Commercant, Chef d'entreprise TPE;2;11/82/2823;251;251;2;1
1637;Toulon;Artisan, Commercant, Chef d'entreprise TPE;2;87/83/2823;58;58;2;6
1648;Toulon;Artisan, Commercant, Chef d'entreprise TPE;2;18/83/2823;23;23;2;5
1699;Toulouse Matabiau;Artisan, Commercant, Chef d'entreprise TPE;2;28/83/2823;541;541;2;8
1723;Toulouse Matabiau;Artisan, Commercant, Chef d'entreprise TPE;2;81/82/2823;254;254;2;8
1747;Toulouse Matabiau;Artisan, Commercant, Chef d'entreprise TPE;2;25/82/2823;48;48;2;8
1754;Tours;Artisan, Commercant, Chef d'entreprise TPE;1;84/83/2823;64;64;2;5
1778;Tours;Artisan, Commercant, Chef d'entreprise TPE;1;87/82/2823;82;82;2;8
1885;Tours;Artisan, Commercant, Chef d'entreprise TPE;1;86/83/2823;98;98;2;5
1848;Troyes;Artisan, Commercant, Chef d'entreprise TPE;2;19/83/2823;185;185;2;1
1864;Troyes;Artisan, Commercant, Chef d'entreprise TPE;2;22/82/2823;54;54;2;7
1888;Troyes;Artisan, Commercant, Chef d'entreprise TPE;2;18/83/2823;23;23;2;5
1894;Valence;Artisan, Commercant, Chef d'entreprise TPE;1;83/82/2823;135;135;2;8
1916;Valence;Artisan, Commercant, Chef d'entreprise TPE;1;25/82/2823;135;135;2;1
1949;Valence;Artisan, Commercant, Chef d'entreprise TPE;1;38/83/2823;288;288;2;8
61;Angers;Autre;9;12/82/2823;251;251;2;8
264;Caen;Autre;1;19/82/2823;25;25;2;8
277;Caen;Autre;1;84/83/2823;135;135;2;8
334;Colmar;Autre;2;12/83/2823;54;54;2;8
346;Colmar;Autre;2;83/82/2823;254;254;2;8
373;Grenoble;Autre;2;82/83/2823;25;25;2;2
384;Grenoble;Autre;2;13/83/2823;98;98;2;7
421;Laval;Autre;2;81/83/2823;64;64;2;1
472;Lens;Autre;2;83/83/2823;258;258;2;2
516;Lille Flandres;Autre;2;26/82/2823;258;258;2;8
528;Lille Flandres;Autre;2;18/83/2823;288;288;2;8
533;Lorient;Autre;2;15/83/2823;23;23;2;5
648;Massy;Autre;1;83/82/2823;54;54;2;8
778;Nantes;Autre;2;21/82/2823;258;258;2;8
885;Nice;Autre;4;28/83/2823;254;254;2;7
829;Nice;Autre;4;23/82/2823;48;48;2;5
886;Paris Austerlitz;Autre;2;89/82/2823;25;25;2;8
912;Paris Austerlitz;Autre;2;87/83/2823;86;86;2;8
922;Paris Bercy;Autre;1;17/83/2823;185;185;2;8
955;Paris Est;Autre;2;81/83/2823;841;841;2;8
1888;Paris Gare de Lyon;Autre;2;86/82/2823;68;68;2;2
1821;Paris Gare de Lyon;Autre;2;19/82/2823;841;841;2;1
1842;Paris Montparnasse;Autre;4;12/83/2823;135;135;2;5
1868;Paris Nord;Autre;2;17/82/2823;25;25;2;6
1165;Perpignan;Autre;2;15/83/2823;54;54;2;8
1224;Reims;Autre;2;25/83/2823;51;51;2;35
1236;Reims;Autre;2;15/83/2823;98;98;2;5
1246;Reims;Autre;2;84/82/2823;41;41;2;12
1268;Reims;Autre;2;26/82/2823;41;41;2;8
1381;Rennes;Autre;2;18/82/2823;25;25;2;8
1325;Rennes;Autre;2;86/83/2823;258;258;2;1
1349;Rennes;Autre;2;38/83/2823;841;841;2;35
1368;Roissy;Autre;2;19/83/2823;584;584;2;2
1373;Roissy;Autre;2;11/82/2823;1562;1562;2;1
1388;Rouen;Autre;2;26/82/2823;25;25;2;1
1428;Rouen Rive Droite;Autre;2;17/82/2823;82;82;2;8
1458;Rouen Rive Droite;Autre;2;11/83/2823;82;82;2;8
1788;Toulouse Matabiau;Autre;2;21/83/2823;251;251;2;8
1724;Toulouse Matabiau;Autre;2;82/82/2823;58;58;2;8
1748;Toulouse Matabiau;Autre;2;26/82/2823;36;36;2;2
1788;Tours;Autre;2;17/82/2823;251;251;2;8
1888;Tours;Autre;2;81/83/2823;82;82;2;8
1812;Tours;Autre;2;13/83/2823;58;58;2;3
1844;Troyes;Autre;2;82/82/2823;23;23;2;8
1868;Troyes;Autre;2;26/82/2823;18;18;2;9
1892;Troyes;Autre;2;81/82/2823;98;98;2;8
12;Aix en Provence-TGV;Cadre, Chef d'entreprise ;3;12/82/2823;98;98;2;8
37;Amiens;Cadre, Chef d'entreprise ;5;89/83/2823;841;841;2;8
58;Angers;Cadre, Chef d'entreprise ;7;89/82/2823;135;135;2;8
78;Angers;Cadre, Chef d'entreprise ;7;21/82/2823;185;185;2;8
92;Angouleme;Cadre, Chef d'entreprise ;1;15/83/2823;185;185;2;9
98;Arles;Cadre, Chef d'entreprise ;2;21/83/2823;18;18;2;5
189;Arles;Cadre, Chef d'entreprise ;2;11/82/2823;36;36;2;35
128;Avignon;Cadre, Chef d'entreprise ;2;22/82/2823;18;18;2;2
149;Bayonne;Cadre, Chef d'entreprise ;3;82/82/2823;1562;8;2;8
187;Besancon;Cadre, Chef d'entreprise ;2;12/83/2823;98;98;2;12
229;Bordeaux;Cadre, Chef d'entreprise ;1;85/83/2823;18;18;2;8
388;Cannes;Cadre, Chef d'entreprise ;2;86/82/2823;86;86;2;8
312;Cherbourg;Cadre, Chef d'entreprise ;4;18/82/2823;54;54;2;12
324;Cherbourg;Cadre, Chef d'entreprise ;4;82/83/2823;254;254;2;2
325;Colmar;Cadre, Chef d'entreprise ;2;83/83/2823;58;58;2;5
355;Dijon;Cadre, Chef d'entreprise ;2;12/82/2823;64;64;2;3
488;Hendaye;Cadre, Chef d'entreprise ;2;16/82/2823;135;135;2;5
427;Laval;Cadre, Chef d'entreprise ;2;87/83/2823;25;25;2;12
444;Le Mans;Cadre, Chef d'entreprise ;2;83/82/2823;452;452;2;8
456;Le Mans;Cadre, Chef d'entreprise ;2;15/82/2823;25;25;2;8
482;Lens;Cadre, Chef d'entreprise ;2;13/83/2823;25;25;2;8
492;Lille Europe;Cadre, Chef d'entreprise ;1;82/82/2823;25;25;2;8
584;Lille Europe;Cadre, Chef d'entreprise ;1;14/82/2823;25;25;2;8
